fullName, eventId, contributionTitle, contributionDescription
'Ebert{comma} Marcus', '773049', 'CloudScheduler V2: Distributed Cloud Computing in the 21st century', 'The cloudscheduler VM provisioning service has been running production jobs for ATLAS and Belle II for many years using commercial and private clouds in Europe North America and Australia. Initially released in 2009 version 1 is a single Python 2 module implementing multiple threads to poll resources and jobs and to create and destroy virtual machine. The code is difficult to scale maintain or extend and lacks many desirable features such as status displays multiple user/project management robust error analysis and handling and time series plotting to name just a few examples. To address these shortcomings our team has re-engineered  the cloudscheduler VM provisioning service from the ground up. The new version dubbed cloudscheduler version 2 or CSV2 is written in Python 3 runs on any modern Linux distribution and uses current supporting applications and libraries. The system is composed of multiple independent Python 3 modules communicating with each other through a central MariaDB version 10 database. It features both graphical web browser and command line user interfaces and supports multiples users/projects with ease. Users have the ability to manage and monitor their own cloud resources without the intervention of a system administrator. The system is scalable extensible and maintainable. It is also far easier to use and is more flexible than its predecessor. We present the design highlight the development process which utilizes unit tests and show encouraging results from our operational experience with thousands of jobs and workernodes. We also present our experience with containers for running workloads code development and software distribution.'
'Tolkamp{comma} Shaelyn', '773049', 'CloudScheduler V2: Distributed Cloud Computing in the 21st century', 'The cloudscheduler VM provisioning service has been running production jobs for ATLAS and Belle II for many years using commercial and private clouds in Europe North America and Australia. Initially released in 2009 version 1 is a single Python 2 module implementing multiple threads to poll resources and jobs and to create and destroy virtual machine. The code is difficult to scale maintain or extend and lacks many desirable features such as status displays multiple user/project management robust error analysis and handling and time series plotting to name just a few examples. To address these shortcomings our team has re-engineered  the cloudscheduler VM provisioning service from the ground up. The new version dubbed cloudscheduler version 2 or CSV2 is written in Python 3 runs on any modern Linux distribution and uses current supporting applications and libraries. The system is composed of multiple independent Python 3 modules communicating with each other through a central MariaDB version 10 database. It features both graphical web browser and command line user interfaces and supports multiples users/projects with ease. Users have the ability to manage and monitor their own cloud resources without the intervention of a system administrator. The system is scalable extensible and maintainable. It is also far easier to use and is more flexible than its predecessor. We present the design highlight the development process which utilizes unit tests and show encouraging results from our operational experience with thousands of jobs and workernodes. We also present our experience with containers for running workloads code development and software distribution.'
'Driemel{comma} Colson', '773049', 'CloudScheduler V2: Distributed Cloud Computing in the 21st century', 'The cloudscheduler VM provisioning service has been running production jobs for ATLAS and Belle II for many years using commercial and private clouds in Europe North America and Australia. Initially released in 2009 version 1 is a single Python 2 module implementing multiple threads to poll resources and jobs and to create and destroy virtual machine. The code is difficult to scale maintain or extend and lacks many desirable features such as status displays multiple user/project management robust error analysis and handling and time series plotting to name just a few examples. To address these shortcomings our team has re-engineered  the cloudscheduler VM provisioning service from the ground up. The new version dubbed cloudscheduler version 2 or CSV2 is written in Python 3 runs on any modern Linux distribution and uses current supporting applications and libraries. The system is composed of multiple independent Python 3 modules communicating with each other through a central MariaDB version 10 database. It features both graphical web browser and command line user interfaces and supports multiples users/projects with ease. Users have the ability to manage and monitor their own cloud resources without the intervention of a system administrator. The system is scalable extensible and maintainable. It is also far easier to use and is more flexible than its predecessor. We present the design highlight the development process which utilizes unit tests and show encouraging results from our operational experience with thousands of jobs and workernodes. We also present our experience with containers for running workloads code development and software distribution.'
'Strecker-Kellogg{comma} William Edward', '773049', 'Integrating Interactive Jupyter Notebooks at the SDCC', 'At the SDCC we are deploying a Jupyterhub infrastructure to enable\nscientists from multiple disciplines to access our diverse compute and\nstorage resources. One major design goal was to avoid rolling out yet\nanother compute backend and leverage our pre-existing resources via our\nbatch systems HTCondor and Slurm. Challenges faced include creating a\nfrontend that allows users to choose what HPC resources they have access\nto as well as selecting containers or environments delegating\nauthentication to a MFA-enabled proxy and automating deployment of\nmultiple hub instances. We will show what we have done and some\nexamples of how we have worked with various groups to get their analysis\nworking with Jupyter notebooks.'
'Misawa{comma} Shigeki', '773049', 'Construction of a New Data Center at BNL', "Computational science data management and analysis have been key factors in the success of Brookhaven Lab's scientific programs at the Relativistic Heavy Ion Collider RHIC the National Synchrotron Light Source NSLS-II the Center for Functional Nanomaterials CFN and in biological atmospheric and energy systems science Lattice Quantum Chromodynamics LQCD and Materials Science as well as our participation in international research collaborations such as the ATLAS Experiment at Europe's Large Hadron Collider LHC and Belle II Experiment at KEK Japan. The construction of a new data center is an acknowledgement of the increasing demand for computing and storage services at BNL.\r\n\r\nThe Computing Facility Revitalization CFR project is aimed at repurposing the former National Synchrotron Light Source NSLS-I building as the new datacenter for BNL. The new data center is to become available in early 2021 for ATLAS compute disk storage and tape storage equipment and later that year - for all other collaborations supported by the RACF/SDCC Facility including: STAR PHENIX and sPHENIX experiments at RHIC collider at BNL Belle II Experiment at KEK Japan and BNL CSI HPC clusters. Migration of the majority of IT payload from the existing datacenter to the new datacenter is expected to begin with the central networking systems and first BNL ATLAS Tier-1 Site tape robot in early FY21 and it is expected to continue throughout FY21-23. This presentation will highlight the key MEP facility infrastructure components of the new data center. Also we will describe our plans to migrate IT equipment between datacenters the inter-operational period in FY21 gradual IT equipment replacement in FY21-24 and show the expected state of occupancy and infrastructure utilization for both datacenters in FY25."
'Zaytsev{comma} Alexandr', '773049', 'Construction of a New Data Center at BNL', "Computational science data management and analysis have been key factors in the success of Brookhaven Lab's scientific programs at the Relativistic Heavy Ion Collider RHIC the National Synchrotron Light Source NSLS-II the Center for Functional Nanomaterials CFN and in biological atmospheric and energy systems science Lattice Quantum Chromodynamics LQCD and Materials Science as well as our participation in international research collaborations such as the ATLAS Experiment at Europe's Large Hadron Collider LHC and Belle II Experiment at KEK Japan. The construction of a new data center is an acknowledgement of the increasing demand for computing and storage services at BNL.\r\n\r\nThe Computing Facility Revitalization CFR project is aimed at repurposing the former National Synchrotron Light Source NSLS-I building as the new datacenter for BNL. The new data center is to become available in early 2021 for ATLAS compute disk storage and tape storage equipment and later that year - for all other collaborations supported by the RACF/SDCC Facility including: STAR PHENIX and sPHENIX experiments at RHIC collider at BNL Belle II Experiment at KEK Japan and BNL CSI HPC clusters. Migration of the majority of IT payload from the existing datacenter to the new datacenter is expected to begin with the central networking systems and first BNL ATLAS Tier-1 Site tape robot in early FY21 and it is expected to continue throughout FY21-23. This presentation will highlight the key MEP facility infrastructure components of the new data center. Also we will describe our plans to migrate IT equipment between datacenters the inter-operational period in FY21 gradual IT equipment replacement in FY21-24 and show the expected state of occupancy and infrastructure utilization for both datacenters in FY25."
'Latif{comma} Imran', '773049', 'Construction of a New Data Center at BNL', "Computational science data management and analysis have been key factors in the success of Brookhaven Lab's scientific programs at the Relativistic Heavy Ion Collider RHIC the National Synchrotron Light Source NSLS-II the Center for Functional Nanomaterials CFN and in biological atmospheric and energy systems science Lattice Quantum Chromodynamics LQCD and Materials Science as well as our participation in international research collaborations such as the ATLAS Experiment at Europe's Large Hadron Collider LHC and Belle II Experiment at KEK Japan. The construction of a new data center is an acknowledgement of the increasing demand for computing and storage services at BNL.\r\n\r\nThe Computing Facility Revitalization CFR project is aimed at repurposing the former National Synchrotron Light Source NSLS-I building as the new datacenter for BNL. The new data center is to become available in early 2021 for ATLAS compute disk storage and tape storage equipment and later that year - for all other collaborations supported by the RACF/SDCC Facility including: STAR PHENIX and sPHENIX experiments at RHIC collider at BNL Belle II Experiment at KEK Japan and BNL CSI HPC clusters. Migration of the majority of IT payload from the existing datacenter to the new datacenter is expected to begin with the central networking systems and first BNL ATLAS Tier-1 Site tape robot in early FY21 and it is expected to continue throughout FY21-23. This presentation will highlight the key MEP facility infrastructure components of the new data center. Also we will describe our plans to migrate IT equipment between datacenters the inter-operational period in FY21 gradual IT equipment replacement in FY21-24 and show the expected state of occupancy and infrastructure utilization for both datacenters in FY25."
'Pace{comma} Alberto', '773049', 'Increasing interoperability for research clouds: CS3APIs for connecting sync&share storage applications and science environments', 'Cloud Services for Synchronization and Sharing CS3 have become increasing popular in the European Education and Research landscape in the last\nyears. Services such as CERNBox SWITCHdrive CloudStor and many more have become indispensable in everyday work for scientists engineers and in administration\n\nCS3 services represent an important part of the EFSS market segment Enterprise File Sync and Share. According to the report at the last CS3 2019 Rome conference 25 sites provide a service to the total of 395 thousand researchers and educators around the globe in Europe and Australia China US Brazil South Africa and Russia serving 2.7 billion files corresponding to 11.5 PB of storage. CS3 provides easily accessible sync&share services with intuitive and responsive user interfaces.\n\n\nAlthough these services are becoming popular because of their intuitive interface for sharing and synchronization of data availability on all platforms mobile desktop and web and capabilities to adapt to different user scenarios such as offline work the commercially developed sync&share platforms are not sufficiently integrated with research services tools and applications. This lack of integration currently forms a major bottleneck for European collaborative research communities. In addition services as operated by several European providers who are in CS3 are currently too fragmented.\n\nThe CS3 APIs is a set of APIs to make research clouds based on sync and share technology interoperable. The APIs are designed to decrease the burden of porting an application developed for one EFSS service to another one and also provide a standard way to connect the sync and share platform with existing and new storage repositories over a well-defined metadata control protocol. These interconnections increase the cohesion between services to create an easily-accessible and integrated science environment that facilitates research activities across institutions without having fragmented silos based on ad-hoc solutions.\n\nWe report on our experience designing the protocol and the reference implementation REVA and its future evolution to reduce the fragmentation in the pan-European research network.'
'Moscicki{comma} Jakub', '773049', 'Increasing interoperability for research clouds: CS3APIs for connecting sync&share storage applications and science environments', 'Cloud Services for Synchronization and Sharing CS3 have become increasing popular in the European Education and Research landscape in the last\nyears. Services such as CERNBox SWITCHdrive CloudStor and many more have become indispensable in everyday work for scientists engineers and in administration\n\nCS3 services represent an important part of the EFSS market segment Enterprise File Sync and Share. According to the report at the last CS3 2019 Rome conference 25 sites provide a service to the total of 395 thousand researchers and educators around the globe in Europe and Australia China US Brazil South Africa and Russia serving 2.7 billion files corresponding to 11.5 PB of storage. CS3 provides easily accessible sync&share services with intuitive and responsive user interfaces.\n\n\nAlthough these services are becoming popular because of their intuitive interface for sharing and synchronization of data availability on all platforms mobile desktop and web and capabilities to adapt to different user scenarios such as offline work the commercially developed sync&share platforms are not sufficiently integrated with research services tools and applications. This lack of integration currently forms a major bottleneck for European collaborative research communities. In addition services as operated by several European providers who are in CS3 are currently too fragmented.\n\nThe CS3 APIs is a set of APIs to make research clouds based on sync and share technology interoperable. The APIs are designed to decrease the burden of porting an application developed for one EFSS service to another one and also provide a standard way to connect the sync and share platform with existing and new storage repositories over a well-defined metadata control protocol. These interconnections increase the cohesion between services to create an easily-accessible and integrated science environment that facilitates research activities across institutions without having fragmented silos based on ad-hoc solutions.\n\nWe report on our experience designing the protocol and the reference implementation REVA and its future evolution to reduce the fragmentation in the pan-European research network.'
'Lamanna{comma} Massimo', '773049', 'Increasing interoperability for research clouds: CS3APIs for connecting sync&share storage applications and science environments', 'Cloud Services for Synchronization and Sharing CS3 have become increasing popular in the European Education and Research landscape in the last\nyears. Services such as CERNBox SWITCHdrive CloudStor and many more have become indispensable in everyday work for scientists engineers and in administration\n\nCS3 services represent an important part of the EFSS market segment Enterprise File Sync and Share. According to the report at the last CS3 2019 Rome conference 25 sites provide a service to the total of 395 thousand researchers and educators around the globe in Europe and Australia China US Brazil South Africa and Russia serving 2.7 billion files corresponding to 11.5 PB of storage. CS3 provides easily accessible sync&share services with intuitive and responsive user interfaces.\n\n\nAlthough these services are becoming popular because of their intuitive interface for sharing and synchronization of data availability on all platforms mobile desktop and web and capabilities to adapt to different user scenarios such as offline work the commercially developed sync&share platforms are not sufficiently integrated with research services tools and applications. This lack of integration currently forms a major bottleneck for European collaborative research communities. In addition services as operated by several European providers who are in CS3 are currently too fragmented.\n\nThe CS3 APIs is a set of APIs to make research clouds based on sync and share technology interoperable. The APIs are designed to decrease the burden of porting an application developed for one EFSS service to another one and also provide a standard way to connect the sync and share platform with existing and new storage repositories over a well-defined metadata control protocol. These interconnections increase the cohesion between services to create an easily-accessible and integrated science environment that facilitates research activities across institutions without having fragmented silos based on ad-hoc solutions.\n\nWe report on our experience designing the protocol and the reference implementation REVA and its future evolution to reduce the fragmentation in the pan-European research network.'
'Gonzalez Labrador{comma} Hugo', '773049', 'Increasing interoperability for research clouds: CS3APIs for connecting sync&share storage applications and science environments', 'Cloud Services for Synchronization and Sharing CS3 have become increasing popular in the European Education and Research landscape in the last\nyears. Services such as CERNBox SWITCHdrive CloudStor and many more have become indispensable in everyday work for scientists engineers and in administration\n\nCS3 services represent an important part of the EFSS market segment Enterprise File Sync and Share. According to the report at the last CS3 2019 Rome conference 25 sites provide a service to the total of 395 thousand researchers and educators around the globe in Europe and Australia China US Brazil South Africa and Russia serving 2.7 billion files corresponding to 11.5 PB of storage. CS3 provides easily accessible sync&share services with intuitive and responsive user interfaces.\n\n\nAlthough these services are becoming popular because of their intuitive interface for sharing and synchronization of data availability on all platforms mobile desktop and web and capabilities to adapt to different user scenarios such as offline work the commercially developed sync&share platforms are not sufficiently integrated with research services tools and applications. This lack of integration currently forms a major bottleneck for European collaborative research communities. In addition services as operated by several European providers who are in CS3 are currently too fragmented.\n\nThe CS3 APIs is a set of APIs to make research clouds based on sync and share technology interoperable. The APIs are designed to decrease the burden of porting an application developed for one EFSS service to another one and also provide a standard way to connect the sync and share platform with existing and new storage repositories over a well-defined metadata control protocol. These interconnections increase the cohesion between services to create an easily-accessible and integrated science environment that facilitates research activities across institutions without having fragmented silos based on ad-hoc solutions.\n\nWe report on our experience designing the protocol and the reference implementation REVA and its future evolution to reduce the fragmentation in the pan-European research network.'
'Hoeft{comma} Bruno', '773049', 'Unroutable LHCONE traffic', 'This talk explores the methods and results confirming the baseline assumption that LHCONE traffic is science traffic. The LHCONE LHC Open Network Environment is a network conceived to support globally distributed collaborative science. The LHCONE connects thousands of researchers to LHC data sets at hundreds of universities and labs performing analysis within the global collaboration. It is “Open” to all levels of the LHC as well as a short list of approved non-LHC science collaborations. It is distinct from the smaller tightly integrated and private LHCOPN Optical Private Network network which is strictly for “Tier 1” compute centers and used in support of the engineered workflow for LHC data processing distribution and longtime storage of the baseline datasets. LHCONE satisfies the need for a high performance global data transfer network of networks supporting scientific analysis at universities and science labs.\n\n**Science traffic separation is the hard part** \nThe separation of science flows from non-science flows is an essential first step in traffic engineering high performance science networks. Before resources or preference can be applied to more effectively move science data it is essential to identify and separate the science from non-science traffic. This talk explores the methods and results in detecting traffic in the LHCONE network that does not comply with the Appropriate Use Policy established by the global LHC collaboration.\n\n**LHCONE hosts are high performance**\nThrough integration of the Science DMZ network model and collaborative software platforms. The data transfer nodes connected to LHCONE are high performing data movers placed on the network edge/Science DMZ and secured precisely according to the applications they support and the purpose they serve. \n\n**LHCONE is at risk of unauthorized use**\nUnauthorized use of LHCONE places both the network and the sites using it at risk. The risk takes two forms: Science flows are mixing with non-science flows or unauthorized traffic is being dropped inside LHCONE.\n\n**Identifying unauthorized traffic**\nAn EDUgain authenticated portal visualizing unauthorized usage will be demonstrated. For keeping track of the frequent changes of LHCONE the underlying database will be maintained and administered cooperatively by the LHC and NREN community.'
'Ambroj Perez{comma} Samuel', '773049', 'Unroutable LHCONE traffic', 'This talk explores the methods and results confirming the baseline assumption that LHCONE traffic is science traffic. The LHCONE LHC Open Network Environment is a network conceived to support globally distributed collaborative science. The LHCONE connects thousands of researchers to LHC data sets at hundreds of universities and labs performing analysis within the global collaboration. It is “Open” to all levels of the LHC as well as a short list of approved non-LHC science collaborations. It is distinct from the smaller tightly integrated and private LHCOPN Optical Private Network network which is strictly for “Tier 1” compute centers and used in support of the engineered workflow for LHC data processing distribution and longtime storage of the baseline datasets. LHCONE satisfies the need for a high performance global data transfer network of networks supporting scientific analysis at universities and science labs.\n\n**Science traffic separation is the hard part** \nThe separation of science flows from non-science flows is an essential first step in traffic engineering high performance science networks. Before resources or preference can be applied to more effectively move science data it is essential to identify and separate the science from non-science traffic. This talk explores the methods and results in detecting traffic in the LHCONE network that does not comply with the Appropriate Use Policy established by the global LHC collaboration.\n\n**LHCONE hosts are high performance**\nThrough integration of the Science DMZ network model and collaborative software platforms. The data transfer nodes connected to LHCONE are high performing data movers placed on the network edge/Science DMZ and secured precisely according to the applications they support and the purpose they serve. \n\n**LHCONE is at risk of unauthorized use**\nUnauthorized use of LHCONE places both the network and the sites using it at risk. The risk takes two forms: Science flows are mixing with non-science flows or unauthorized traffic is being dropped inside LHCONE.\n\n**Identifying unauthorized traffic**\nAn EDUgain authenticated portal visualizing unauthorized usage will be demonstrated. For keeping track of the frequent changes of LHCONE the underlying database will be maintained and administered cooperatively by the LHC and NREN community.'
"O'Connor{comma} Michael", '773049', 'Unroutable LHCONE traffic', 'This talk explores the methods and results confirming the baseline assumption that LHCONE traffic is science traffic. The LHCONE LHC Open Network Environment is a network conceived to support globally distributed collaborative science. The LHCONE connects thousands of researchers to LHC data sets at hundreds of universities and labs performing analysis within the global collaboration. It is “Open” to all levels of the LHC as well as a short list of approved non-LHC science collaborations. It is distinct from the smaller tightly integrated and private LHCOPN Optical Private Network network which is strictly for “Tier 1” compute centers and used in support of the engineered workflow for LHC data processing distribution and longtime storage of the baseline datasets. LHCONE satisfies the need for a high performance global data transfer network of networks supporting scientific analysis at universities and science labs.\n\n**Science traffic separation is the hard part** \nThe separation of science flows from non-science flows is an essential first step in traffic engineering high performance science networks. Before resources or preference can be applied to more effectively move science data it is essential to identify and separate the science from non-science traffic. This talk explores the methods and results in detecting traffic in the LHCONE network that does not comply with the Appropriate Use Policy established by the global LHC collaboration.\n\n**LHCONE hosts are high performance**\nThrough integration of the Science DMZ network model and collaborative software platforms. The data transfer nodes connected to LHCONE are high performing data movers placed on the network edge/Science DMZ and secured precisely according to the applications they support and the purpose they serve. \n\n**LHCONE is at risk of unauthorized use**\nUnauthorized use of LHCONE places both the network and the sites using it at risk. The risk takes two forms: Science flows are mixing with non-science flows or unauthorized traffic is being dropped inside LHCONE.\n\n**Identifying unauthorized traffic**\nAn EDUgain authenticated portal visualizing unauthorized usage will be demonstrated. For keeping track of the frequent changes of LHCONE the underlying database will be maintained and administered cooperatively by the LHC and NREN community.'
'Cziva{comma} Richard', '773049', 'Unroutable LHCONE traffic', 'This talk explores the methods and results confirming the baseline assumption that LHCONE traffic is science traffic. The LHCONE LHC Open Network Environment is a network conceived to support globally distributed collaborative science. The LHCONE connects thousands of researchers to LHC data sets at hundreds of universities and labs performing analysis within the global collaboration. It is “Open” to all levels of the LHC as well as a short list of approved non-LHC science collaborations. It is distinct from the smaller tightly integrated and private LHCOPN Optical Private Network network which is strictly for “Tier 1” compute centers and used in support of the engineered workflow for LHC data processing distribution and longtime storage of the baseline datasets. LHCONE satisfies the need for a high performance global data transfer network of networks supporting scientific analysis at universities and science labs.\n\n**Science traffic separation is the hard part** \nThe separation of science flows from non-science flows is an essential first step in traffic engineering high performance science networks. Before resources or preference can be applied to more effectively move science data it is essential to identify and separate the science from non-science traffic. This talk explores the methods and results in detecting traffic in the LHCONE network that does not comply with the Appropriate Use Policy established by the global LHC collaboration.\n\n**LHCONE hosts are high performance**\nThrough integration of the Science DMZ network model and collaborative software platforms. The data transfer nodes connected to LHCONE are high performing data movers placed on the network edge/Science DMZ and secured precisely according to the applications they support and the purpose they serve. \n\n**LHCONE is at risk of unauthorized use**\nUnauthorized use of LHCONE places both the network and the sites using it at risk. The risk takes two forms: Science flows are mixing with non-science flows or unauthorized traffic is being dropped inside LHCONE.\n\n**Identifying unauthorized traffic**\nAn EDUgain authenticated portal visualizing unauthorized usage will be demonstrated. For keeping track of the frequent changes of LHCONE the underlying database will be maintained and administered cooperatively by the LHC and NREN community.'
'Jones{comma} Bob', '773049', 'Pre-Commercial Procurement: R&D as a Service for the European Open Science Cloud', "The use of commercial cloud services has gained popularity in research environments. Not only it is a flexible solution for adapting computing capacity to the researchers' needs it also provides access to the newest functionalities on the market. In addition most service providers offer cloud credits enabling researchers to explore innovative architectures before procuring them at scale. Yet the economical and contractual aspects linked to the production use of commercial clouds are often overlooked preventing researchers to reap their full benefits.\n\nCERN in collaboration with leading European research institutes has launched several initiatives to bridge this gap. Completed in 2018 the HNSciCloud Pre-Commercial Procurement PCP project successfully developed a European hybrid cloud platform to pioneer the convergence and deployment of commercial cloud high-performance computing and big-data capabilities for scientific research. Leveraging many of the lessons learned from HNSciCloud the OCRE project - Open Clouds for Research Environments - started in January 2019 in order to accelerate commercial cloud adoption in the European research community. In parallel the ARCHIVER PCP project - Archiving and Preservation for Research Environments - will develop hybrid and scalable solutions for archiving and long-term preservation of scientific data whilst ensuring that research groups retain stewardship of their datasets. \n\nWith a total procurement budget exceeding €18 million these initiatives are setting best practices for effective and sustainable procurement of commercial cloud services for research activities. These are highly relevant as in the wider context of the European Open Science Cloud EOSC the engagement of commercial providers is considered fundamental  to contribute to the creation of a sustainable technologically advanced environment with open services for data management analysis and re-use across disciplines with transparent costing models.\n\nIn this contribution we will detail the outcomes of the HNSciCloud PCP project expand on the objectives of the subsequent OCRE and ARCHIVER projects and provide a vision for the role of the private sector within the EOSC."
'Devouassoux{comma} Marion', '773049', 'Pre-Commercial Procurement: R&D as a Service for the European Open Science Cloud', "The use of commercial cloud services has gained popularity in research environments. Not only it is a flexible solution for adapting computing capacity to the researchers' needs it also provides access to the newest functionalities on the market. In addition most service providers offer cloud credits enabling researchers to explore innovative architectures before procuring them at scale. Yet the economical and contractual aspects linked to the production use of commercial clouds are often overlooked preventing researchers to reap their full benefits.\n\nCERN in collaboration with leading European research institutes has launched several initiatives to bridge this gap. Completed in 2018 the HNSciCloud Pre-Commercial Procurement PCP project successfully developed a European hybrid cloud platform to pioneer the convergence and deployment of commercial cloud high-performance computing and big-data capabilities for scientific research. Leveraging many of the lessons learned from HNSciCloud the OCRE project - Open Clouds for Research Environments - started in January 2019 in order to accelerate commercial cloud adoption in the European research community. In parallel the ARCHIVER PCP project - Archiving and Preservation for Research Environments - will develop hybrid and scalable solutions for archiving and long-term preservation of scientific data whilst ensuring that research groups retain stewardship of their datasets. \n\nWith a total procurement budget exceeding €18 million these initiatives are setting best practices for effective and sustainable procurement of commercial cloud services for research activities. These are highly relevant as in the wider context of the European Open Science Cloud EOSC the engagement of commercial providers is considered fundamental  to contribute to the creation of a sustainable technologically advanced environment with open services for data management analysis and re-use across disciplines with transparent costing models.\n\nIn this contribution we will detail the outcomes of the HNSciCloud PCP project expand on the objectives of the subsequent OCRE and ARCHIVER projects and provide a vision for the role of the private sector within the EOSC."
'Fernandes{comma} João', '773049', 'Pre-Commercial Procurement: R&D as a Service for the European Open Science Cloud', "The use of commercial cloud services has gained popularity in research environments. Not only it is a flexible solution for adapting computing capacity to the researchers' needs it also provides access to the newest functionalities on the market. In addition most service providers offer cloud credits enabling researchers to explore innovative architectures before procuring them at scale. Yet the economical and contractual aspects linked to the production use of commercial clouds are often overlooked preventing researchers to reap their full benefits.\n\nCERN in collaboration with leading European research institutes has launched several initiatives to bridge this gap. Completed in 2018 the HNSciCloud Pre-Commercial Procurement PCP project successfully developed a European hybrid cloud platform to pioneer the convergence and deployment of commercial cloud high-performance computing and big-data capabilities for scientific research. Leveraging many of the lessons learned from HNSciCloud the OCRE project - Open Clouds for Research Environments - started in January 2019 in order to accelerate commercial cloud adoption in the European research community. In parallel the ARCHIVER PCP project - Archiving and Preservation for Research Environments - will develop hybrid and scalable solutions for archiving and long-term preservation of scientific data whilst ensuring that research groups retain stewardship of their datasets. \n\nWith a total procurement budget exceeding €18 million these initiatives are setting best practices for effective and sustainable procurement of commercial cloud services for research activities. These are highly relevant as in the wider context of the European Open Science Cloud EOSC the engagement of commercial providers is considered fundamental  to contribute to the creation of a sustainable technologically advanced environment with open services for data management analysis and re-use across disciplines with transparent costing models.\n\nIn this contribution we will detail the outcomes of the HNSciCloud PCP project expand on the objectives of the subsequent OCRE and ARCHIVER projects and provide a vision for the role of the private sector within the EOSC."
'Gardner Jr{comma} Robert William', '773049', 'Towards a NoOps Model for WLCG', 'One of the most costly factors in providing a global computing infrastructure such as the WLCG is the human effort in deployment integration and operation of the distributed services supporting collaborative computing data sharing and delivery and analysis of extreme scale datasets. Furthermore the time required to roll out global software updates introduce new service components or prototype novel systems requiring coordinated deployments across multiple facilities is often increased by communication latencies staff availability and in many cases expertise required for operations of bespoke services.  While the WLCG computing grid and distributed systems implemented throughout HEP is a global service platform it lacks the capability and flexibility of a modern platform-as-a-service including continuous integration/continuous delivery CI/CD methods development-operations capabilities DevOps where developers assume a more direct role in the actual production infrastructure and automation. Most importantly tooling which reduces required training bespoke service expertise and the operational effort throughout the infrastructure most notably at the resource endpoints "sites" is entirely absent in the current model.  In this paper we explore ideas and questions around potential "NoOps" models in this context: what is realistic given organizational policies and constraints? How should operational responsibility be organized across teams and facilities? What are the technical gaps? What are the social and cybersecurity challenges? Conversely what advantages does a NoOps model deliver for innovation and for accelerating the pace of delivery of new services needed for the HL-LHC era?  We will describe initial work along these lines in the context of providing a data delivery network supporting IRIS-HEP DOMA R&D.'
'Bryant{comma} Lincoln', '773049', 'Towards a NoOps Model for WLCG', 'One of the most costly factors in providing a global computing infrastructure such as the WLCG is the human effort in deployment integration and operation of the distributed services supporting collaborative computing data sharing and delivery and analysis of extreme scale datasets. Furthermore the time required to roll out global software updates introduce new service components or prototype novel systems requiring coordinated deployments across multiple facilities is often increased by communication latencies staff availability and in many cases expertise required for operations of bespoke services.  While the WLCG computing grid and distributed systems implemented throughout HEP is a global service platform it lacks the capability and flexibility of a modern platform-as-a-service including continuous integration/continuous delivery CI/CD methods development-operations capabilities DevOps where developers assume a more direct role in the actual production infrastructure and automation. Most importantly tooling which reduces required training bespoke service expertise and the operational effort throughout the infrastructure most notably at the resource endpoints "sites" is entirely absent in the current model.  In this paper we explore ideas and questions around potential "NoOps" models in this context: what is realistic given organizational policies and constraints? How should operational responsibility be organized across teams and facilities? What are the technical gaps? What are the social and cybersecurity challenges? Conversely what advantages does a NoOps model deliver for innovation and for accelerating the pace of delivery of new services needed for the HL-LHC era?  We will describe initial work along these lines in the context of providing a data delivery network supporting IRIS-HEP DOMA R&D.'
'Weaver{comma} Christopher', '773049', 'Towards a NoOps Model for WLCG', 'One of the most costly factors in providing a global computing infrastructure such as the WLCG is the human effort in deployment integration and operation of the distributed services supporting collaborative computing data sharing and delivery and analysis of extreme scale datasets. Furthermore the time required to roll out global software updates introduce new service components or prototype novel systems requiring coordinated deployments across multiple facilities is often increased by communication latencies staff availability and in many cases expertise required for operations of bespoke services.  While the WLCG computing grid and distributed systems implemented throughout HEP is a global service platform it lacks the capability and flexibility of a modern platform-as-a-service including continuous integration/continuous delivery CI/CD methods development-operations capabilities DevOps where developers assume a more direct role in the actual production infrastructure and automation. Most importantly tooling which reduces required training bespoke service expertise and the operational effort throughout the infrastructure most notably at the resource endpoints "sites" is entirely absent in the current model.  In this paper we explore ideas and questions around potential "NoOps" models in this context: what is realistic given organizational policies and constraints? How should operational responsibility be organized across teams and facilities? What are the technical gaps? What are the social and cybersecurity challenges? Conversely what advantages does a NoOps model deliver for innovation and for accelerating the pace of delivery of new services needed for the HL-LHC era?  We will describe initial work along these lines in the context of providing a data delivery network supporting IRIS-HEP DOMA R&D.'
